Plot Title: 21415544,,,,,,,
#,"Date Time, GMT-10:00","Low Range, μS/cm (LGR S/N: 21415544, SEN S/N: 21415544)","High Range, μS/cm (LGR S/N: 21415544, SEN S/N: 21415544)","Temp, °C (LGR S/N: 21415544, SEN S/N: 21415544)","Specific Conductance, μS/cm (LGR S/N: 21415544)",Coupler Detached (LGR S/N: 21415544),End Of File (LGR S/N: 21415544)
5763,06/08/25 1:20:00 PM,2691,2769.9,24.7,2788.5,,
5764,06/08/25 1:30:00 PM,2683.3,2764.9,24.71,2782.9,,
5765,06/08/25 1:40:00 PM,2688,2770.6,24.71,2788.6,,
5766,06/08/25 1:50:00 PM,2685.7,2768.7,24.7,2787.3,,
5767,06/08/25 2:00:00 PM,2689.8,2773.7,24.74,2790,,
5768,06/08/25 2:10:00 PM,2690.4,2775.6,24.79,2788.9,,
5769,06/08/25 2:20:00 PM,2679.8,2769.9,24.88,2777.9,,
5770,06/08/25 2:30:00 PM,2656.7,2754.3,24.79,2767.5,,
5771,06/08/25 2:40:00 PM,2657.9,2766.2,24.8,2778.9,,
5772,06/08/25 2:50:00 PM,2636.6,2756.2,24.84,2766.5,,
5773,06/08/25 3:00:00 PM,2629,2758,24.89,2765.4,,
5774,06/08/25 3:10:00 PM,2602.4,2746.8,24.85,2756.5,,
5775,06/08/25 3:20:00 PM,2601.9,2758.7,24.83,2769.6,,
5776,06/08/25 3:30:00 PM,2616.6,2780,24.76,2795.1,,
5777,06/08/25 3:40:00 PM,2592.4,2764.3,24.76,2779.3,,
5778,06/08/25 3:50:00 PM,2580.7,2762.4,24.62,2785.7,,
5779,06/08/25 4:00:00 PM,2569.5,2759.3,24.51,2789,,
5780,06/08/25 4:10:00 PM,2577.1,2769.9,24.43,2804.5,,
5781,06/08/25 4:20:00 PM,2616,2800.7,24.31,2842.9,,
5782,06/08/25 4:30:00 PM,2657.3,2828.3,24.27,2873.4,,
5783,06/08/25 4:40:00 PM,2657.3,2815.7,24.2,2864.9,,
5784,06/08/25 4:50:00 PM,2657.9,2806.9,24.22,2854.7,,
5785,06/08/25 5:00:00 PM,2679.2,2816.4,24.22,2864.4,,
5786,06/08/25 5:10:00 PM,2687.5,2818.2,24.21,2866.8,,
5787,06/08/25 5:20:00 PM,2699.3,2822.6,24.18,2873.1,,
5788,06/08/25 5:30:00 PM,2711.2,2827,24.15,2879.4,,
5789,06/08/25 5:40:00 PM,2725.4,2834.6,24.13,2888.4,,
5790,06/08/25 5:50:00 PM,2742.6,2845.3,24.13,2899.3,,
5791,06/08/25 6:00:00 PM,2750.3,2847.8,24.11,2903.1,,
5792,06/08/25 6:10:00 PM,2753.3,2846.5,24.07,2904.3,,
5793,06/08/25 6:20:00 PM,2770.6,2861,24.07,2919.1,,
5794,06/08/25 6:30:00 PM,2799.2,2886.8,24.04,2947.3,,
5795,06/08/25 6:40:00 PM,2833.2,2918.9,24.04,2980,,
5796,06/08/25 6:50:00 PM,2867.3,2954.2,24.04,3016.1,,
5797,06/08/25 7:00:00 PM,2909.3,2995.2,24.04,3057.9,,
5798,06/08/25 7:10:00 PM,2942.9,3027.4,24.04,3090.8,,
5799,06/08/25 7:20:00 PM,2983.3,3067.3,24.04,3131.5,,
5800,06/08/25 7:30:00 PM,3014.1,3098.9,24.06,3162.5,,
5801,06/08/25 7:40:00 PM,3054.1,3138.9,24.07,3202.6,,
5802,06/08/25 7:50:00 PM,3085,3170,24.07,3234.3,,
5803,06/08/25 8:00:00 PM,3114.2,3197.9,24.07,3262.8,,
5804,06/08/25 8:10:00 PM,3145.3,3229.7,24.08,3294.5,,
5805,06/08/25 8:20:00 PM,3170.3,3254.5,24.08,3319.8,,
5806,06/08/25 8:30:00 PM,3202.1,3285.7,24.08,3351.7,,
5807,06/08/25 8:40:00 PM,3245.7,3331,24.08,3397.9,,
5808,06/08/25 8:50:00 PM,3274.5,3360.3,24.09,3427,,
5809,06/08/25 9:00:00 PM,3304.1,3388.4,24.09,3455.7,,
5810,06/08/25 9:10:00 PM,3331.2,3416.5,24.11,3482.8,,
5811,06/08/25 9:20:00 PM,3357.2,3442.7,24.11,3509.6,,
5812,06/08/25 9:30:00 PM,3387.5,3472.8,24.12,3539.5,,
5813,06/08/25 9:40:00 PM,3422.3,3508,24.11,3576.1,,
5814,06/08/25 9:50:00 PM,3441.5,3527.3,24.12,3595,,
5815,06/08/25 10:00:00 PM,3467.7,3554.2,24.13,3621.7,,
5816,06/08/25 10:10:00 PM,3516.3,3604.2,24.15,3671.1,,
5817,06/08/25 10:20:00 PM,3568.3,3658.2,24.16,3725.3,,
5818,06/08/25 10:30:00 PM,3674,3766.4,24.18,3833.8,,
5819,06/08/25 10:40:00 PM,3839.8,3935.6,24.21,4003.5,,
5820,06/08/25 10:50:00 PM,4039,4140.5,24.25,4208.3,,
5821,06/08/25 11:00:00 PM,4167,4269.3,24.26,4338.3,,
5822,06/08/25 11:10:00 PM,4212.1,4316.9,24.27,4385.7,,
5823,06/08/25 11:20:00 PM,4236.9,4338.5,24.27,4407.7,,
5824,06/08/25 11:30:00 PM,4238.9,4340.4,24.26,4410.6,,
5825,06/08/25 11:40:00 PM,4232.4,4333.9,24.26,4404,,
5826,06/08/25 11:50:00 PM,4223.2,4325.4,24.26,4395.3,,
5827,06/09/25 12:00:00 AM,4213.4,4313,24.26,4382.7,,
5828,06/09/25 12:10:00 AM,4187.2,4286.9,24.25,4357.1,,
5829,06/09/25 12:20:00 AM,4171.5,4270,24.25,4339.9,,
5830,06/09/25 12:30:00 AM,4154.6,4251.1,24.25,4320.7,,
5831,06/09/25 12:40:00 AM,4135.7,4232.9,24.24,4303.2,,
5832,06/09/25 12:50:00 AM,4118.8,4214,24.24,4283.9,,
5833,06/09/25 1:00:00 AM,4096.7,4191.8,24.22,4263.2,,
5834,06/09/25 1:10:00 AM,4074.6,4169.1,24.21,4241,,
5835,06/09/25 1:20:00 AM,4049.3,4141.8,24.2,4214.1,,
5836,06/09/25 1:30:00 AM,4024.8,4117.1,24.2,4189,,
5837,06/09/25 1:40:00 AM,3999.6,4091.8,24.18,4165,,
5838,06/09/25 1:50:00 AM,3975.1,4067.1,24.17,4140.8,,
5839,06/09/25 2:00:00 AM,3951.9,4043.7,24.16,4117.8,,
5840,06/09/25 2:10:00 AM,3937.8,4026.9,24.15,4101.6,,
5841,06/09/25 2:20:00 AM,3918.5,4008.1,24.15,4082.5,,
5842,06/09/25 2:30:00 AM,3908.9,3997.7,24.15,4071.9,,
5843,06/09/25 2:40:00 AM,3897.3,3986.7,24.15,4060.7,,
5844,06/09/25 2:50:00 AM,3884.5,3973.1,24.13,4048.5,,
5845,06/09/25 3:00:00 AM,3867.2,3955,24.13,4030.1,,
5846,06/09/25 3:10:00 AM,3848.1,3934.9,24.13,4009.6,,
5847,06/09/25 3:20:00 AM,3830.8,3917.4,24.12,3992.6,,
5848,06/09/25 3:30:00 AM,3813.6,3898.7,24.11,3974.4,,
5849,06/09/25 3:40:00 AM,3794.5,3879.9,24.11,3955.2,,
5850,06/09/25 3:50:00 AM,3776,3861.9,24.11,3936.9,,
5851,06/09/25 4:00:00 AM,3758.9,3843.1,24.09,3919.4,,
5852,06/09/25 4:10:00 AM,3736,3818.6,24.09,3894.4,,
5853,06/09/25 4:20:00 AM,3717.7,3801.2,24.09,3876.7,,
5854,06/09/25 4:30:00 AM,3702.5,3783.8,24.08,3859.8,,
5855,06/09/25 4:40:00 AM,3685.4,3767.6,24.07,3844,,
5856,06/09/25 4:50:00 AM,3640,3720,24.08,3794.7,,
5857,06/09/25 5:00:00 AM,3634.3,3712.2,24.07,3787.5,,
5858,06/09/25 5:10:00 AM,3624.2,3703.9,24.07,3779.1,,
5859,06/09/25 5:20:00 AM,3616.7,3695.5,24.07,3770.5,,
5860,06/09/25 5:30:00 AM,3599.1,3676.9,24.06,3752.3,,
5861,06/09/25 5:40:00 AM,3577.7,3654.3,24.04,3730.8,,
5862,06/09/25 5:50:00 AM,3563.3,3640.2,24.04,3716.4,,
5863,06/09/25 6:00:00 AM,3547,3623.5,24.03,3700.2,,
5864,06/09/25 6:10:00 AM,3516.3,3591.4,24.03,3667.4,,
5865,06/09/25 6:20:00 AM,3496.4,3570.9,24.03,3646.5,,
5866,06/09/25 6:30:00 AM,3482.6,3557.4,24.04,3631.9,,
5867,06/09/25 6:40:00 AM,3478.9,3551,24.03,3626.2,,
5868,06/09/25 6:50:00 AM,3460.8,3533.7,24.03,3608.5,,
5869,06/09/25 7:00:00 AM,3442.1,3513.8,24.04,3587.4,,
5870,06/09/25 7:10:00 AM,3436.6,3508,24.06,3579.9,,
5871,06/09/25 7:20:00 AM,3427.9,3498.4,24.07,3569.4,,
5872,06/09/25 7:30:00 AM,3424.1,3494.6,24.07,3565.5,,
5873,06/09/25 7:40:00 AM,3415.4,3485.6,24.08,3555.6,,
5874,06/09/25 7:50:00 AM,3399.9,3469,24.09,3537.9,,
5875,06/09/25 8:00:00 AM,3391.9,3460,24.13,3525.7,,
5876,06/09/25 8:10:00 AM,3382.6,3448.5,24.15,3512.5,,
5877,06/09/25 8:20:00 AM,3368.3,3433.8,24.16,3496.8,,
5878,06/09/25 8:30:00 AM,3358.4,3424.2,24.16,3487,,
5879,06/09/25 8:40:00 AM,3345.4,3408.2,24.18,3469.2,,
5880,06/09/25 8:50:00 AM,3333.1,3396.1,24.2,3455.4,,
5881,06/09/25 9:00:00 AM,3309.6,3371.8,24.2,3430.7,,
5882,06/09/25 9:10:00 AM,3286.8,3348.8,24.21,3406.6,,
5883,06/09/25 9:20:00 AM,3264.7,3327.1,24.24,3382.3,,
5884,06/09/25 9:30:00 AM,3245.7,3306.1,24.26,3359.5,,
5885,06/09/25 9:40:00 AM,3228.5,3289.5,24.29,3340.5,,
5886,06/09/25 9:50:00 AM,3217.4,3278.1,24.27,3330.4,,
5887,06/09/25 10:00:00 AM,3200.3,3261.5,24.33,3309.3,,
5888,06/09/25 10:10:00 AM,3177.7,3237.3,24.31,3286.1,,
5889,06/09/25 10:20:00 AM,3161.8,3221.4,24.34,3267.9,,
5890,06/09/25 10:30:00 AM,3142.9,3203,24.33,3249.9,,
5891,06/09/25 10:40:00 AM,3116.1,3175.7,24.36,3220.2,,
5892,06/09/25 10:50:00 AM,3097.2,3156.7,24.36,3200.9,,
5893,06/09/25 11:00:00 AM,3081.4,3140.8,24.38,3183.4,,
5894,06/09/25 11:10:00 AM,3062,3122.4,24.45,3160.1,,
5895,06/09/25 11:20:00 AM,3045.6,3107.2,24.47,3143.4,,
5896,06/09/25 11:30:00 AM,3032.9,3097.7,24.53,3129.8,,
5897,06/09/25 11:40:00 AM,3020.8,3087.5,24.52,3120.1,,
5898,06/09/25 11:50:00 AM,3006.3,3071.7,24.52,3104.2,,
5899,06/09/25 12:00:00 PM,3002,3066.6,24.53,3098.3,,
5900,06/09/25 12:10:00 PM,2973.7,3038.2,24.49,3072.3,,
5901,06/09/25 12:20:00 PM,2964,3029.3,24.55,3059.4,,
5902,06/09/25 12:30:00 PM,2956.8,3022.4,24.55,3052.4,,
5903,06/09/25 12:40:00 PM,2941.7,3009.7,24.56,3038.9,,
5904,06/09/25 12:50:00 PM,2937.5,3005.9,24.53,3037,,
5905,06/09/25 1:00:00 PM,2927.3,2997.1,24.55,3026.8,,
5906,06/09/25 1:10:00 PM,2921.9,2992.7,24.58,3020.5,,
5907,06/09/25 1:20:00 PM,2908.7,2982.6,24.64,3006.5,,
5908,06/09/25 1:30:00 PM,2900.3,2976.9,24.64,3000.7,,
5909,06/09/25 1:40:00 PM,2902.1,2979.4,24.65,3002.6,,
5910,06/09/25 1:50:00 PM,2897.3,2975.6,24.64,2999.4,,
5911,06/09/25 2:00:00 PM,2892.5,2972.5,24.62,2997.5,,
5912,06/09/25 2:10:00 PM,2882.9,2964.9,24.66,2987.3,,
5913,06/09/25 2:20:00 PM,2842.7,2932.7,24.76,2948.7,,
5914,06/09/25 2:30:00 PM,2784.8,2888,24.83,2899.4,,
5915,06/09/25 2:40:00 PM,2752.7,2867.3,24.83,2878.6,,
5916,06/09/25 2:50:00 PM,2771.2,2887.4,24.7,2906.8,,
5917,06/09/25 3:00:00 PM,2775.3,2890.5,24.79,2904.4,,
5918,06/09/25 3:10:00 PM,2733.7,2862.9,24.75,2879.1,,
5919,06/09/25 3:20:00 PM,2784.8,2910.7,24.57,2938.3,,
5920,06/09/25 3:30:00 PM,2783.7,2917.6,24.61,2942.8,,
5921,06/09/25 3:40:00 PM,2770.6,2915.7,24.61,2940.9,,
5922,06/09/25 3:50:00 PM,2781.3,2923.3,24.45,2958.6,,
5923,06/09/25 4:00:00 PM,2782.5,2923.3,24.42,2960.5,,
5924,06/09/25 4:10:00 PM,2781.9,2918.9,24.36,2959.8,,
5925,06/09/25 4:20:00 PM,2783.7,2915.7,24.35,2957.2,,
5926,06/09/25 4:30:00 PM,2781.3,2908.8,24.3,2953.3,,
5927,06/09/25 4:40:00 PM,2778.3,2897.5,24.27,2943.7,,
5928,06/09/25 4:50:00 PM,2780.1,2894.9,24.3,2939.2,,
5929,06/09/25 5:00:00 PM,2781.3,2891.2,24.29,2936.1,,
5930,06/09/25 5:10:00 PM,2777.1,2881.7,24.22,2930.8,,
5931,06/09/25 5:20:00 PM,2762.2,2861.6,24.22,2910.3,,
5932,06/09/25 5:30:00 PM,2753.3,2846.5,24.21,2895.6,,
5933,06/09/25 5:40:00 PM,2762.8,2854.1,24.21,2903.3,,
5934,06/09/25 5:50:00 PM,2776.5,2864.7,24.2,2914.7,,
5935,06/09/25 6:00:00 PM,2790.8,2877.3,24.17,2929.4,,
5936,06/09/25 6:10:00 PM,2808.1,2893.1,24.16,2946.1,,
5937,06/09/25 6:20:00 PM,2826,2909.4,24.16,2962.7,,
5938,06/09/25 6:30:00 PM,2840.4,2922,24.17,2974.9,,
5939,06/09/25 6:40:00 PM,2857.1,2937.2,24.13,2993,,
5940,06/09/25 6:50:00 PM,2885.3,2964.9,24.12,3021.8,,
5941,06/09/25 7:00:00 PM,2919.5,2999.6,24.11,3057.9,,
5942,06/09/25 7:10:00 PM,2966.4,3047,24.11,3106.2,,
5943,06/09/25 7:20:00 PM,3034.7,3116.7,24.11,3177.2,,
5944,06/09/25 7:30:00 PM,3114.2,3197.9,24.11,3260,,
5945,06/09/25 7:40:00 PM,3215.6,3304.2,24.12,3367.6,,
5946,06/09/25 7:50:00 PM,3357.8,3451.1,24.15,3515.1,,
5947,06/09/25 8:00:00 PM,3501.3,3598.5,24.16,3664.5,,
5948,06/09/25 8:10:00 PM,3638.1,3739.3,24.17,3807,,
5949,06/09/25 8:20:00 PM,3769.7,3874.8,24.2,3942.5,,
5950,06/09/25 8:30:00 PM,3877.5,3984.1,24.21,4052.8,,
5951,06/09/25 8:40:00 PM,3979.6,4087.2,24.24,4155,,
5952,06/09/25 8:50:00 PM,4082.4,4191.8,24.25,4260.5,,
5953,06/09/25 9:00:00 PM,4173.5,4284.3,24.26,4353.6,,
5954,06/09/25 9:10:00 PM,4247.4,4357.4,24.29,4425,,
5955,06/09/25 9:20:00 PM,4305.3,4416.2,24.29,4484.7,,
5956,06/09/25 9:30:00 PM,4356.1,4466.6,24.3,4534.9,,
5957,06/09/25 9:40:00 PM,4415,4525.6,24.31,4593.9,,
5958,06/09/25 9:50:00 PM,4456.8,4566.2,24.33,4633.1,,
5959,06/09/25 10:00:00 PM,4498.1,4608.9,24.35,4674.4,,
5960,06/09/25 10:10:00 PM,4536.2,4647.7,24.35,4713.8,,
5961,06/09/25 10:20:00 PM,4567,4677.9,24.38,4741.4,,
5962,06/09/25 10:30:00 PM,4590.4,4699.6,24.39,4762.4,,
5963,06/09/25 10:40:00 PM,4600.5,4710.8,24.39,4773.7,,
5964,06/09/25 10:50:00 PM,4606.6,4714.8,24.39,4777.8,,
5965,06/09/25 11:00:00 PM,4606.6,4715.4,24.39,4778.4,,
5966,06/09/25 11:10:00 PM,4602.5,4711.5,24.39,4774.4,,
5967,06/09/25 11:20:00 PM,4602.5,4709.5,24.39,4772.4,,
5968,06/09/25 11:30:00 PM,4601.2,4708.2,24.39,4771.1,,
5969,06/09/25 11:40:00 PM,4601.2,4706.2,24.39,4769.1,,
5970,06/09/25 11:50:00 PM,4597.2,4702.3,24.38,4766.1,,
5971,06/10/25 12:00:00 AM,4595.1,4700.9,24.39,4763.7,,
5972,06/10/25 12:10:00 AM,4593.1,4699,24.39,4761.8,,
5973,06/10/25 12:20:00 AM,4593.1,4697.6,24.39,4760.4,,
5974,06/10/25 12:30:00 AM,4591.1,4697,24.39,4759.7,,
5975,06/10/25 12:40:00 AM,4591.8,4696.3,24.39,4759,,
5976,06/10/25 12:50:00 AM,4591.1,4695,24.39,4757.7,,
5977,06/10/25 1:00:00 AM,4591.8,4695.7,24.39,4758.4,,
5978,06/10/25 1:10:00 AM,4599.2,4702.9,24.39,4765.7,,
5979,06/10/25 1:20:00 AM,4601.2,4704.9,24.39,4767.7,,
5980,06/10/25 1:30:00 AM,4603.2,4706.2,24.39,4769.1,,
5981,06/10/25 1:40:00 AM,4605.2,4709.5,24.39,4772.4,,
5982,06/10/25 1:50:00 AM,4611.3,4713.4,24.39,4776.4,,
5983,06/10/25 2:00:00 AM,4615.3,4717.4,24.39,4780.4,,
5984,06/10/25 2:10:00 AM,4618.7,4722,24.39,4785.1,,
5985,06/10/25 2:20:00 AM,4626.7,4728.6,24.39,4791.8,,
5986,06/10/25 2:30:00 AM,4638.8,4739.1,24.39,4802.4,,
5987,06/10/25 2:40:00 AM,4642.9,4744.4,24.4,4806.8,,
5988,06/10/25 2:50:00 AM,4650.3,4751.6,24.4,4814,,
5989,06/10/25 3:00:00 AM,4702.3,4803.1,24.42,4864.2,,
5990,06/10/25 3:10:00 AM,4853.1,4955.1,24.44,5016,,
5991,06/10/25 3:20:00 AM,4999.9,5103,24.45,5164.6,,
5992,06/10/25 3:30:00 AM,5076.7,5178.2,24.45,5240.7,,
5993,06/10/25 3:40:00 AM,5110,5210.9,24.45,5273.8,,
5994,06/10/25 3:50:00 AM,5114.1,5215.5,24.45,5278.4,,
5995,06/10/25 4:00:00 AM,5107.9,5208.2,24.45,5271,,
5996,06/10/25 4:10:00 AM,5089.8,5189.5,24.44,5253.2,,
5997,06/10/25 4:20:00 AM,5071.8,5170.9,24.44,5234.4,,
5998,06/10/25 4:30:00 AM,5050.4,5150.9,24.44,5214.2,,
5999,06/10/25 4:40:00 AM,5028.2,5131,24.43,5195.1,,
6000,06/10/25 4:50:00 AM,4969.6,5070.5,24.4,5137.1,,
6001,06/10/25 5:00:00 AM,4950.4,5050.6,24.4,5117,,
6002,06/10/25 5:10:00 AM,4929.1,5029.3,24.38,5097.6,,
6003,06/10/25 5:20:00 AM,4897.5,4996.2,24.34,5068.3,,
6004,06/10/25 5:30:00 AM,4851,4950.5,24.29,5027.3,,
6005,06/10/25 5:40:00 AM,4828.5,4927.3,24.3,5002.7,,
6006,06/10/25 5:50:00 AM,4808.1,4906.1,24.31,4980.1,,
6007,06/10/25 6:00:00 AM,4791.1,4890.3,24.31,4964.1,,
6008,06/10/25 6:10:00 AM,4769.3,4868.4,24.31,4941.8,,
6009,06/10/25 6:20:00 AM,4749,4847.3,24.31,4920.4,,
6010,06/10/25 6:30:00 AM,4724.6,4823.5,24.3,4897.3,,
6011,06/10/25 6:40:00 AM,4690.8,4789.2,24.31,4861.4,,
6012,06/10/25 6:50:00 AM,4680.6,4777.4,24.3,4850.5,,
6013,06/10/25 7:00:00 AM,4665.1,4758.2,24.3,4831,,
6014,06/10/25 7:10:00 AM,4667.1,4761.5,24.31,4833.3,,
6015,06/10/25 7:20:00 AM,4665.1,4756.9,24.33,4826.6,,
6016,06/10/25 7:30:00 AM,4653,4745.7,24.34,4814.2,,
6017,06/10/25 7:40:00 AM,4639.5,4731.9,24.35,4799.2,,
6018,06/10/25 7:50:00 AM,4628.1,4719.4,24.35,4786.5,,
6019,06/10/25 8:00:00 AM,4610.6,4701.6,24.35,4768.5,,
6020,06/10/25 8:10:00 AM,4591.1,4683.2,24.35,4749.8,,
6021,06/10/25 8:20:00 AM,4571.7,4662.8,24.36,4728.1,,
6022,06/10/25 8:30:00 AM,4554.9,4645.7,24.38,4708.8,,
6023,06/10/25 8:40:00 AM,4539.5,4628.6,24.4,4689.4,,
6024,06/10/25 8:50:00 AM,4520.8,4609.6,24.42,4668.2,,
6025,06/10/25 9:00:00 AM,4494.1,4583.3,24.44,4639.6,,
6026,06/10/25 9:10:00 AM,4471.5,4559.7,24.47,4612.8,,
6027,06/10/25 9:20:00 AM,4426.9,4515.1,24.52,4562.8,,
6028,06/10/25 9:30:00 AM,4373.9,4462.7,24.57,4505.1,,
6029,06/10/25 9:40:00 AM,4315.8,4404.5,24.61,4442.5,,
6030,06/10/25 9:50:00 AM,4250.1,4335.9,24.58,4376.1,,
6031,06/10/25 10:00:00 AM,4200.9,4288.2,24.61,4325.2,,
6032,06/10/25 10:10:00 AM,4152,4240,24.6,4277.5,,
6033,06/10/25 10:20:00 AM,4101.9,4189.9,24.7,4218,,
6034,06/10/25 10:30:00 AM,4055.8,4143.1,24.74,4167.4,,
6035,06/10/25 10:40:00 AM,3956.4,4044.4,24.71,4070.7,,
6036,06/10/25 10:50:00 AM,3913.4,4002.2,24.78,4022.3,,
6037,06/10/25 11:00:00 AM,3859.6,3948.5,24.76,3970,,
6038,06/10/25 11:10:00 AM,3791.9,3885.1,24.84,3899.6,,
6039,06/10/25 11:20:00 AM,3734.8,3831.5,24.85,3845,,
6040,06/10/25 11:30:00 AM,3678.4,3776,24.83,3790.9,,
6041,06/10/25 11:40:00 AM,3633,3730.9,24.83,3745.7,,
6042,06/10/25 11:50:00 AM,3606,3702.6,24.84,3716.5,,
6043,06/10/25 12:00:00 PM,3564.5,3660.8,24.79,3678.4,,
6044,06/10/25 12:10:00 PM,3540.1,3635.1,24.85,3647.9,,
6045,06/10/25 12:20:00 PM,3512,3606.8,24.88,3617.2,,
6046,06/10/25 12:30:00 PM,3478.9,3574.7,24.88,3585.1,,
6047,06/10/25 12:40:00 PM,3443.4,3538.8,24.85,3551.3,,
6048,06/10/25 12:50:00 PM,3409.2,3505.5,24.79,3522.3,,
6049,06/10/25 1:00:00 PM,3378.2,3472.2,24.75,3491.8,,
6050,06/10/25 1:10:00 PM,3368.3,3461.3,24.78,3478.7,,
6051,06/10/25 1:20:00 PM,3359.7,3452.3,24.75,3471.8,,
6052,06/10/25 1:30:00 PM,3346.1,3437.6,24.7,3460.7,,
6053,06/10/25 1:40:00 PM,3337.4,3427.4,24.65,3454.1,,
6054,06/10/25 1:50:00 PM,3334.9,3426.1,24.66,3452,,
6055,06/10/25 2:00:00 PM,3341.7,3433.8,24.61,3463.5,,
6056,06/10/25 2:10:00 PM,3355.9,3448.5,24.6,3479,,
6057,06/10/25 2:20:00 PM,3380.1,3474.7,24.64,3502.5,,
6058,06/10/25 2:30:00 PM,3385.7,3483.7,24.66,3510.1,,
6059,06/10/25 2:40:00 PM,3412.9,3515.1,24.66,3541.7,,
6060,06/10/25 2:50:00 PM,3427.9,3533.7,24.71,3556.7,,
6061,06/10/25 3:00:00 PM,3460.8,3571.5,24.69,3596.3,,
6062,06/10/25 3:10:00 PM,3472,3588.2,24.78,3606.2,,
6063,06/10/25 3:20:00 PM,3478.9,3599.1,24.66,3626.3,,
6064,06/10/25 3:30:00 PM,3462.7,3588.8,24.67,3615.2,,
6065,06/10/25 3:40:00 PM,3489.5,3620.3,24.71,3643.8,,
6066,06/10/25 3:50:00 PM,3488.2,3620.9,24.65,3649.1,,
6067,06/10/25 4:00:00 PM,3502.6,3636.4,24.6,3668.6,,
6068,06/10/25 4:10:00 PM,3494.5,3628,24.52,3666.3,,
6069,06/10/25 4:20:00 PM,3482.6,3611.3,24.4,3658.8,,
6070,06/10/25 4:30:00 PM,3477,3601,24.43,3646,,
6071,06/10/25 4:40:00 PM,3457.1,3575.3,24.45,3618.4,,
6072,06/10/25 4:50:00 PM,3450.2,3564.4,24.49,3604.3,,
6073,06/10/25 5:00:00 PM,3449.6,3561.9,24.6,3593.4,,
6074,06/10/25 5:10:00 PM,3439.7,3551,24.55,3586.2,,
6075,06/10/25 5:20:00 PM,3428.5,3537.5,24.52,3574.9,,
6076,06/10/25 5:30:00 PM,3395,3500.3,24.49,3539.5,,
6077,06/10/25 5:40:00 PM,3367.1,3469.6,24.44,3512.2,,
6078,06/10/25 5:50:00 PM,3336.8,3433.8,24.39,3479.7,,
6079,06/10/25 6:00:00 PM,3315.2,3409.5,24.36,3457.2,,
6080,06/10/25 6:10:00 PM,3293.6,3385.2,24.34,3434.1,,
6081,06/10/25 6:20:00 PM,3289.9,3380.7,24.34,3429.5,,
6082,06/10/25 6:30:00 PM,3312.1,3399.9,24.31,3451.2,,
6083,06/10/25 6:40:00 PM,3325.7,3413.3,24.26,3468.5,,
6084,06/10/25 6:50:00 PM,3335.6,3422.3,24.25,3478.4,,
6085,06/10/25 7:00:00 PM,3341.7,3428,24.26,3483.4,,
6086,06/10/25 7:10:00 PM,3357.2,3444,24.24,3501.2,,
6087,06/10/25 7:20:00 PM,3403.6,3490.1,24.24,3548,,
6088,06/10/25 7:30:00 PM,3460.2,3547.8,24.21,3609,,
6089,06/10/25 7:40:00 PM,3553.9,3646,24.22,3708.1,,
6090,06/10/25 7:50:00 PM,3674.7,3770.9,24.24,3833.5,,
6091,06/10/25 8:00:00 PM,3819.3,3918.1,24.25,3982.3,,
6092,06/10/25 8:10:00 PM,4008,4109.3,24.27,4174.8,,
6093,06/10/25 8:20:00 PM,4202.9,4308.5,24.31,4373.5,,
6094,06/10/25 8:30:00 PM,4434.2,4543.3,24.35,4607.9,,
6095,06/10/25 8:40:00 PM,4629.4,4739.1,24.38,4803.4,,
6096,06/10/25 8:50:00 PM,4827.9,4937.9,24.42,5000.7,,
6097,06/10/25 9:00:00 PM,4999.9,5111,24.45,5172.7,,
6098,06/10/25 9:10:00 PM,5142,5251.6,24.49,5310.5,,
6099,06/10/25 9:20:00 PM,5300.8,5410.1,24.52,5467.3,,
6100,06/10/25 9:30:00 PM,5415.9,5524.9,24.55,5579.7,,
6101,06/10/25 9:40:00 PM,5524.7,5631.3,24.57,5684.8,,
6102,06/10/25 9:50:00 PM,5608.5,5712.3,24.6,5762.9,,
6103,06/10/25 10:00:00 PM,5686.2,5788.2,24.62,5837,,
6104,06/10/25 10:10:00 PM,5733.1,5835,24.64,5881.7,,
6105,06/10/25 10:20:00 PM,5775.9,5879.1,24.65,5924.9,,
6106,06/10/25 10:30:00 PM,5799.9,5898.9,24.66,5943.6,,
6107,06/10/25 10:40:00 PM,5810,5909.1,24.66,5953.8,,
6108,06/10/25 10:50:00 PM,5818.8,5916.6,24.67,5960.1,,
6109,06/10/25 11:00:00 PM,5821,5921.3,24.67,5964.9,,
6110,06/10/25 11:10:00 PM,5823.9,5920.7,24.67,5964.3,,
6111,06/10/25 11:20:00 PM,5821,5918.6,24.67,5962.1,,
6112,06/10/25 11:30:00 PM,5821,5915.9,24.67,5959.4,,
6113,06/10/25 11:40:00 PM,5812.9,5908.4,24.66,5953.1,,
6114,06/10/25 11:50:00 PM,5804.2,5900.2,24.65,5946.1,,
6115,06/11/25 12:00:00 AM,5793.3,5892.1,24.65,5938,,
6116,06/11/25 12:10:00 AM,5783.2,5879.8,24.65,5925.6,,
6117,06/11/25 12:20:00 AM,5769.4,5865.6,24.64,5912.5,,
6118,06/11/25 12:30:00 AM,5750.5,5847.2,24.64,5894,,
6119,06/11/25 12:40:00 AM,5729.5,5826.8,24.64,5873.4,,
6120,06/11/25 12:50:00 AM,5716.5,5811.9,24.62,5860.9,,
6121,06/11/25 1:00:00 AM,5705.7,5803.1,24.62,5852,,
